OBJECTID,Data,Estação,Nome_Estação,Poluente,Classificação,IQAR
11598,2018-02-08T16:00:00.000Z,BG,Bangu,O3,Regular,54
11599,2018-02-08T16:00:00.000Z,CG,Campo Grande,O3,Boa,48
11600,2018-02-08T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,39
11601,2018-02-09T16:00:00.000Z,CA,Centro,O3,Boa,31
11602,2018-02-09T16:00:00.000Z,AV,Copacabana,PI,Boa,45
11603,2018-02-09T16:00:00.000Z,SC,São Cristóvão,O3,Regular,58
11604,2018-02-09T16:00:00.000Z,SP,Tijuca,O3,Regular,54
11605,2018-02-09T16:00:00.000Z,IR,Irajá,O3,Regular,73
11606,2018-02-09T16:00:00.000Z,BG,Bangu,O3,Má,202
11607,2018-02-09T16:00:00.000Z,CG,Campo Grande,O3,Regular,89
11608,2018-02-09T16:00:00.000Z,PG,Pedra de Guaratiba,PI,Boa,34
11609,2018-02-10T16:00:00.000Z,CA,Centro,O3,Regular,53
11610,2018-02-10T16:00:00.000Z,AV,Copacabana,PI,Regular,52
11611,2018-02-10T16:00:00.000Z,SC,São Cristóvão,O3,Regular,65
11612,2018-02-10T16:00:00.000Z,SP,Tijuca,O3,Regular,60
11613,2018-02-10T16:00:00.000Z,IR,Irajá,O3,Boa,49
11614,2018-02-10T16:00:00.000Z,BG,Bangu,O3,Inadequada,184
11615,2018-02-10T16:00:00.000Z,CG,Campo Grande,O3,Regular,90
11616,2018-02-10T16:00:00.000Z,PG,Pedra de Guaratiba,PI,Boa,46
11617,2018-02-11T16:00:00.000Z,CA,Centro,O3,Boa,46
11618,2018-02-11T16:00:00.000Z,AV,Copacabana,PI,Regular,52
11619,2018-02-11T16:00:00.000Z,SC,São Cristóvão,O3,Regular,65
11620,2018-02-11T16:00:00.000Z,SP,Tijuca,O3,Regular,81
11621,2018-02-11T16:00:00.000Z,IR,Irajá,O3,Boa,48
11622,2018-02-11T16:00:00.000Z,BG,Bangu,O3,Regular,99
11623,2018-02-11T16:00:00.000Z,CG,Campo Grande,O3,Regular,80
11624,2018-02-11T16:00:00.000Z,PG,Pedra de Guaratiba,PI,Boa,29
11625,2018-02-12T16:00:00.000Z,CA,Centro,PI,Boa,34
11626,2018-02-12T16:00:00.000Z,AV,Copacabana,PI,Regular,55
11627,2018-02-12T16:00:00.000Z,SC,São Cristóvão,O3,Regular,81
11628,2018-02-12T16:00:00.000Z,SP,Tijuca,O3,Regular,79
11629,2018-02-12T16:00:00.000Z,IR,Irajá,O3,Regular,53
11630,2018-02-12T16:00:00.000Z,BG,Bangu,O3,Regular,88
11631,2018-02-12T16:00:00.000Z,CG,Campo Grande,O3,Regular,75
11632,2018-02-12T16:00:00.000Z,PG,Pedra de Guaratiba,PI,Boa,35
11633,2018-02-13T16:00:00.000Z,CA,Centro,O3,Regular,60
11634,2018-02-13T16:00:00.000Z,AV,Copacabana,PI,Regular,53
11635,2018-02-13T16:00:00.000Z,SC,São Cristóvão,O3,Regular,85
11636,2018-02-13T16:00:00.000Z,SP,Tijuca,O3,Regular,78
11637,2018-02-13T16:00:00.000Z,IR,Irajá,Indisponivel,Indisponivel,
11638,2018-02-13T16:00:00.000Z,BG,Bangu,O3,Regular,77
11639,2018-02-13T16:00:00.000Z,CG,Campo Grande,O3,Regular,91
11640,2018-02-13T16:00:00.000Z,PG,Pedra de Guaratiba,PI,Boa,29
11641,2018-02-14T16:00:00.000Z,CA,Centro,O3,Boa,34
11642,2018-02-14T16:00:00.000Z,AV,Copacabana,PI,Boa,38
11643,2018-02-14T16:00:00.000Z,SC,São Cristóvão,O3,Boa,42
11644,2018-02-14T16:00:00.000Z,SP,Tijuca,O3,Regular,52
11645,2018-02-14T16:00:00.000Z,IR,Irajá,Indisponivel,Indisponivel,
11646,2018-02-14T16:00:00.000Z,BG,Bangu,O3,Boa,45
11647,2018-02-14T16:00:00.000Z,CG,Campo Grande,O3,Boa,41
11648,2018-02-14T16:00:00.000Z,PG,Pedra de Guaratiba,PI,Boa,12
11649,2018-02-15T16:00:00.000Z,CA,Centro,O3,Boa,36
11650,2018-02-15T16:00:00.000Z,AV,Copacabana,PI,Boa,49
11651,2018-02-15T16:00:00.000Z,SC,São Cristóvão,O3,Regular,58
11652,2018-02-15T16:00:00.000Z,SP,Tijuca,O3,Boa,46
11653,2018-02-15T16:00:00.000Z,IR,Irajá,O3,Boa,43
11654,2018-02-15T16:00:00.000Z,BG,Bangu,O3,Boa,39
11655,2018-02-15T16:00:00.000Z,CG,Campo Grande,O3,Boa,40
11656,2018-02-15T16:00:00.000Z,PG,Pedra de Guaratiba,Indisponivel,Indisponivel,
11657,2018-02-16T16:00:00.000Z,CA,Centro,PI,Boa,35
11658,2018-02-16T16:00:00.000Z,AV,Copacabana,PI,Boa,49
11659,2018-02-16T16:00:00.000Z,SC,São Cristóvão,O3,Boa,39
11660,2018-02-16T16:00:00.000Z,SP,Tijuca,O3,Boa,38
11661,2018-02-16T16:00:00.000Z,IR,Irajá,O3,Boa,38
11662,2018-02-16T16:00:00.000Z,BG,Bangu,O3,Boa,46
11663,2018-02-16T16:00:00.000Z,CG,Campo Grande,O3,Boa,36
11664,2018-02-16T16:00:00.000Z,PG,Pedra de Guaratiba,Indisponivel,Indisponivel,
11665,2018-02-17T16:00:00.000Z,CA,Centro,O3,Boa,31
11666,2018-02-17T16:00:00.000Z,AV,Copacabana,PI,Boa,45
11667,2018-02-17T16:00:00.000Z,SC,São Cristóvão,O3,Regular,57
11668,2018-02-17T16:00:00.000Z,SP,Tijuca,O3,Boa,44
11669,2018-02-17T16:00:00.000Z,IR,Irajá,O3,Boa,50
11670,2018-02-17T16:00:00.000Z,BG,Bangu,O3,Regular,59
11671,2018-02-17T16:00:00.000Z,CG,Campo Grande,O3,Regular,54
11672,2018-02-17T16:00:00.000Z,PG,Pedra de Guaratiba,PI,Boa,21
11673,2018-02-18T16:00:00.000Z,CA,Centro,O3,Boa,31
11674,2018-02-18T16:00:00.000Z,AV,Copacabana,PI,Boa,44
11675,2018-02-18T16:00:00.000Z,SC,São Cristóvão,O3,Boa,44
11676,2018-02-18T16:00:00.000Z,SP,Tijuca,O3,Boa,45
11677,2018-02-18T16:00:00.000Z,IR,Irajá,O3,Regular,58
11678,2018-02-18T16:00:00.000Z,BG,Bangu,O3,Regular,55
11679,2018-02-18T16:00:00.000Z,CG,Campo Grande,O3,Boa,49
11680,2018-02-18T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,35
11681,2018-02-19T15:00:00.000Z,CA,Centro,O3,Boa,20
11682,2018-02-19T15:00:00.000Z,AV,Copacabana,PI,Boa,46
11683,2018-02-19T15:00:00.000Z,SC,São Cristóvão,O3,Boa,37
11684,2018-02-19T15:00:00.000Z,SP,Tijuca,O3,Boa,43
11685,2018-02-19T15:00:00.000Z,IR,Irajá,O3,Regular,55
11686,2018-02-19T15:00:00.000Z,BG,Bangu,O3,Regular,95
11687,2018-02-19T15:00:00.000Z,CG,Campo Grande,O3,Regular,70
11688,2018-02-19T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,53
11689,2018-02-20T16:00:00.000Z,CA,Centro,O3,Boa,48
11690,2018-02-20T16:00:00.000Z,AV,Copacabana,O3,Boa,44
11691,2018-02-20T16:00:00.000Z,SC,São Cristóvão,O3,Boa,45
11692,2018-02-20T16:00:00.000Z,SP,Tijuca,O3,Regular,96
11693,2018-02-20T16:00:00.000Z,IR,Irajá,O3,Regular,58
11694,2018-02-20T16:00:00.000Z,BG,Bangu,O3,Regular,93
11695,2018-02-20T16:00:00.000Z,CG,Campo Grande,O3,Regular,75
11696,2018-02-20T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,46
11697,2018-02-21T15:00:00.000Z,CA,Centro,O3,Boa,33
11698,2018-02-21T15:00:00.000Z,AV,Copacabana,PI,Boa,45
11699,2018-02-21T15:00:00.000Z,SC,São Cristóvão,O3,Boa,39
11700,2018-02-21T15:00:00.000Z,SP,Tijuca,O3,Regular,66
11701,2018-02-21T15:00:00.000Z,IR,Irajá,O3,Boa,40
11702,2018-02-21T15:00:00.000Z,BG,Bangu,O3,Boa,42
11703,2018-02-21T15:00:00.000Z,CG,Campo Grande,O3,Boa,32
11704,2018-02-21T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,52
11705,2018-02-22T15:00:00.000Z,CA,Centro,O3,Boa,32
11706,2018-02-22T15:00:00.000Z,AV,Copacabana,PI,Boa,42
11707,2018-02-22T15:00:00.000Z,SC,São Cristóvão,O3,Boa,36
11708,2018-02-22T15:00:00.000Z,SP,Tijuca,O3,Boa,42
11709,2018-02-22T15:00:00.000Z,IR,Irajá,O3,Regular,52
11710,2018-02-22T15:00:00.000Z,BG,Bangu,O3,Regular,53
11711,2018-02-22T15:00:00.000Z,CG,Campo Grande,O3,Boa,48
11712,2018-02-22T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,39
11713,2018-02-23T15:00:00.000Z,CA,Centro,PI,Boa,21
11714,2018-02-23T15:00:00.000Z,AV,Copacabana,PI,Boa,41
11715,2018-02-23T15:00:00.000Z,SC,São Cristóvão,O3,Boa,26
11716,2018-02-23T15:00:00.000Z,SP,Tijuca,O3,Boa,34
11717,2018-02-23T15:00:00.000Z,IR,Irajá,NO2,Boa,37
11718,2018-02-23T15:00:00.000Z,BG,Bangu,O3,Boa,42
11719,2018-02-23T15:00:00.000Z,CG,Campo Grande,O3,Boa,36
11720,2018-02-23T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,31
11721,2018-02-24T15:00:00.000Z,CA,Centro,PI,Boa,31
11722,2018-02-24T15:00:00.000Z,AV,Copacabana,PI,Boa,41
11723,2018-02-24T15:00:00.000Z,SC,São Cristóvão,O3,Boa,26
11724,2018-02-24T15:00:00.000Z,SP,Tijuca,O3,Boa,34
11725,2018-02-24T15:00:00.000Z,IR,Irajá,O3,Boa,36
11726,2018-02-24T15:00:00.000Z,BG,Bangu,NO2,Boa,30
11727,2018-02-24T15:00:00.000Z,CG,Campo Grande,NO2,Boa,25
11728,2018-02-24T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,29
11729,2018-02-25T15:00:00.000Z,CA,Centro,O3,Boa,30
11730,2018-02-25T15:00:00.000Z,AV,Copacabana,PI,Boa,41
11731,2018-02-25T15:00:00.000Z,SC,São Cristóvão,O3,Boa,36
11732,2018-02-25T15:00:00.000Z,SP,Tijuca,O3,Boa,34
11733,2018-02-25T15:00:00.000Z,IR,Irajá,O3,Boa,44
11734,2018-02-25T15:00:00.000Z,BG,Bangu,O3,Regular,60
11735,2018-02-25T15:00:00.000Z,CG,Campo Grande,O3,Boa,46
11736,2018-02-25T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,29
11737,2018-02-26T15:00:00.000Z,CA,Centro,PI,Boa,24
11738,2018-02-26T15:00:00.000Z,AV,Copacabana,PI,Boa,37
11739,2018-02-26T15:00:00.000Z,SC,São Cristóvão,O3,Boa,26
11740,2018-02-26T15:00:00.000Z,SP,Tijuca,O3,Boa,30
11741,2018-02-26T15:00:00.000Z,IR,Irajá,O3,Boa,33
11742,2018-02-26T15:00:00.000Z,BG,Bangu,O3,Regular,55
11743,2018-02-26T15:00:00.000Z,CG,Campo Grande,O3,Regular,65
11744,2018-02-26T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,36
11745,2018-02-27T15:00:00.000Z,CA,Centro,PI,Boa,30
11746,2018-02-27T15:00:00.000Z,AV,Copacabana,PI,Boa,38
11747,2018-02-27T15:00:00.000Z,SC,São Cristóvão,PI,Boa,25
11748,2018-02-27T15:00:00.000Z,SP,Tijuca,NO2,Boa,34
11749,2018-02-27T15:00:00.000Z,IR,Irajá,O3,Boa,29
11750,2018-02-27T15:00:00.000Z,BG,Bangu,O3,Boa,49
11751,2018-02-27T15:00:00.000Z,CG,Campo Grande,O3,Boa,44
11752,2018-02-27T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,34
11753,2018-02-28T15:00:00.000Z,CA,Centro,O3,Boa,39
11754,2018-02-28T15:00:00.000Z,AV,Copacabana,PI,Boa,45
11755,2018-02-28T15:00:00.000Z,SC,São Cristóvão,O3,Boa,46
11756,2018-02-28T15:00:00.000Z,SP,Tijuca,O3,Boa,46
11757,2018-02-28T15:00:00.000Z,IR,Irajá,O3,Boa,35
11758,2018-02-28T15:00:00.000Z,BG,Bangu,O3,Regular,84
11759,2018-02-28T15:00:00.000Z,CG,Campo Grande,O3,Regular,62
11760,2018-02-28T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,53
11761,2018-03-01T15:00:00.000Z,CA,Centro,O3,Boa,46
11762,2018-03-01T15:00:00.000Z,AV,Copacabana,PI,Boa,47
11763,2018-03-01T15:00:00.000Z,SC,São Cristóvão,O3,Regular,53
11764,2018-03-01T15:00:00.000Z,SP,Tijuca,O3,Boa,45
11765,2018-03-01T15:00:00.000Z,IR,Irajá,O3,Boa,41
11766,2018-03-01T15:00:00.000Z,BG,Bangu,O3,Regular,79
11767,2018-03-01T15:00:00.000Z,CG,Campo Grande,O3,Regular,73
11768,2018-03-01T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,47
11769,2018-03-02T15:00:00.000Z,CA,Centro,PI,Boa,30
11770,2018-03-02T15:00:00.000Z,AV,Copacabana,PI,Regular,54
11771,2018-03-02T15:00:00.000Z,SC,São Cristóvão,O3,Boa,49
11772,2018-03-02T15:00:00.000Z,SP,Tijuca,O3,Regular,60
11773,2018-03-02T15:00:00.000Z,IR,Irajá,O3,Boa,38
11774,2018-03-02T15:00:00.000Z,BG,Bangu,O3,Regular,72
11775,2018-03-02T15:00:00.000Z,CG,Campo Grande,O3,Regular,73
11776,2018-03-02T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,57
11777,2018-03-03T15:00:00.000Z,CA,Centro,O3,Regular,57
11778,2018-03-03T15:00:00.000Z,AV,Copacabana,O3,Regular,57
11779,2018-03-03T15:00:00.000Z,SC,São Cristóvão,O3,Regular,69
11780,2018-03-03T15:00:00.000Z,SP,Tijuca,O3,Regular,64
11781,2018-03-03T15:00:00.000Z,IR,Irajá,O3,Boa,38
11782,2018-03-03T15:00:00.000Z,BG,Bangu,O3,Regular,65
11783,2018-03-03T15:00:00.000Z,CG,Campo Grande,O3,Regular,65
11784,2018-03-03T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,53
11785,2018-03-04T15:00:00.000Z,CA,Centro,O3,Regular,52
11786,2018-03-04T15:00:00.000Z,AV,Copacabana,PI,Regular,52
11787,2018-03-04T15:00:00.000Z,SC,São Cristóvão,O3,Regular,71
11788,2018-03-04T15:00:00.000Z,SP,Tijuca,O3,Regular,64
11789,2018-03-04T15:00:00.000Z,IR,Irajá,O3,Regular,64
11790,2018-03-04T15:00:00.000Z,BG,Bangu,O3,Regular,58
11791,2018-03-04T15:00:00.000Z,CG,Campo Grande,O3,Regular,60
11792,2018-03-04T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,41
11793,2018-03-05T15:00:00.000Z,CA,Centro,O3,Boa,39
11794,2018-03-05T15:00:00.000Z,AV,Copacabana,PI,Regular,51
11795,2018-03-05T15:00:00.000Z,SC,São Cristóvão,O3,Regular,56
11796,2018-03-05T15:00:00.000Z,SP,Tijuca,O3,Boa,49
11797,2018-03-05T15:00:00.000Z,IR,Irajá,O3,Regular,65
11798,2018-03-05T15:00:00.000Z,BG,Bangu,O3,Regular,58
11799,2018-03-05T15:00:00.000Z,CG,Campo Grande,O3,Regular,53
11800,2018-03-05T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,44
11801,2018-03-06T15:00:00.000Z,CA,Centro,PI,Boa,26
11802,2018-03-06T15:00:00.000Z,AV,Copacabana,PI,Boa,43
11803,2018-03-06T15:00:00.000Z,SC,São Cristóvão,O3,Boa,35
11804,2018-03-06T15:00:00.000Z,SP,Tijuca,O3,Boa,43
11805,2018-03-06T15:00:00.000Z,IR,Irajá,O3,Regular,57
11806,2018-03-06T15:00:00.000Z,BG,Bangu,O3,Regular,55
11807,2018-03-06T15:00:00.000Z,CG,Campo Grande,O3,Boa,44
11808,2018-03-06T15:00:00.000Z,PG,Pedra de Guaratiba,PI,Boa,35
11809,2018-03-07T15:00:00.000Z,CA,Centro,PI,Boa,17
11810,2018-03-07T15:00:00.000Z,AV,Copacabana,PI,Boa,35
11811,2018-03-07T15:00:00.000Z,SC,São Cristóvão,O3,Boa,34
11812,2018-03-07T15:00:00.000Z,SP,Tijuca,O3,Boa,29
11813,2018-03-07T15:00:00.000Z,IR,Irajá,O3,Boa,48
11814,2018-03-07T15:00:00.000Z,BG,Bangu,O3,Regular,63
11815,2018-03-07T15:00:00.000Z,CG,Campo Grande,O3,Regular,53
11816,2018-03-07T15:00:00.000Z,PG,Pedra de Guaratiba,PI,Boa,36
11817,2018-03-08T15:00:00.000Z,CA,Centro,PI,Boa,22
11818,2018-03-08T15:00:00.000Z,AV,Copacabana,PI,Boa,36
11819,2018-03-08T15:00:00.000Z,SC,São Cristóvão,O3,Boa,29
11820,2018-03-08T15:00:00.000Z,SP,Tijuca,O3,Boa,30
11821,2018-03-08T15:00:00.000Z,IR,Irajá,O3,Boa,47
11822,2018-03-08T15:00:00.000Z,BG,Bangu,O3,Regular,60
11823,2018-03-08T15:00:00.000Z,CG,Campo Grande,O3,Boa,34
11824,2018-03-08T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,34
11825,2018-03-09T15:00:00.000Z,CA,Centro,PI,Boa,28
11826,2018-03-09T15:00:00.000Z,AV,Copacabana,PI,Boa,37
11827,2018-03-09T15:00:00.000Z,SC,São Cristóvão,O3,Boa,19
11828,2018-03-09T15:00:00.000Z,SP,Tijuca,NO2,Boa,28
11829,2018-03-09T15:00:00.000Z,IR,Irajá,O3,Boa,24
11830,2018-03-09T15:00:00.000Z,BG,Bangu,O3,Boa,28
11831,2018-03-09T15:00:00.000Z,CG,Campo Grande,NO2,Boa,26
11832,2018-03-09T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,36
11833,2018-03-10T15:00:00.000Z,CA,Centro,PI,Boa,27
11834,2018-03-10T15:00:00.000Z,AV,Copacabana,PI,Boa,42
11835,2018-03-10T15:00:00.000Z,SC,São Cristóvão,O3,Boa,36
11836,2018-03-10T15:00:00.000Z,SP,Tijuca,O3,Boa,34
11837,2018-03-10T15:00:00.000Z,IR,Irajá,O3,Boa,49
11838,2018-03-10T15:00:00.000Z,BG,Bangu,O3,Regular,73
11839,2018-03-10T15:00:00.000Z,CG,Campo Grande,O3,Regular,60
11840,2018-03-10T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,38
11841,2018-03-11T15:00:00.000Z,CA,Centro,O3,Boa,22
11842,2018-03-11T15:00:00.000Z,AV,Copacabana,PI,Boa,34
11843,2018-03-11T15:00:00.000Z,SC,São Cristóvão,O3,Boa,32
11844,2018-03-11T15:00:00.000Z,SP,Tijuca,O3,Boa,30
11845,2018-03-11T15:00:00.000Z,IR,Irajá,O3,Boa,38
11846,2018-03-11T15:00:00.000Z,BG,Bangu,O3,Regular,65
11847,2018-03-11T15:00:00.000Z,CG,Campo Grande,O3,Boa,34
11848,2018-03-11T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,28
11849,2018-03-12T15:00:00.000Z,CA,Centro,O3,Regular,92
11850,2018-03-12T15:00:00.000Z,AV,Copacabana,O3,Inadequada,124
11851,2018-03-12T15:00:00.000Z,SC,São Cristóvão,O3,Regular,58
11852,2018-03-12T15:00:00.000Z,SP,Tijuca,PI,Boa,31
11853,2018-03-12T15:00:00.000Z,IR,Irajá,O3,Boa,48
11854,2018-03-12T15:00:00.000Z,BG,Bangu,O3,Regular,58
11855,2018-03-12T15:00:00.000Z,CG,Campo Grande,O3,Boa,43
11856,2018-03-12T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,47
11857,2018-03-13T15:00:00.000Z,CA,Centro,O3,Regular,99
11858,2018-03-13T15:00:00.000Z,AV,Copacabana,O3,Inadequada,134
11859,2018-03-13T15:00:00.000Z,SC,São Cristóvão,O3,Regular,70
11860,2018-03-13T15:00:00.000Z,SP,Tijuca,O3,Boa,43
11861,2018-03-13T15:00:00.000Z,IR,Irajá,O3,Regular,56
11862,2018-03-13T15:00:00.000Z,BG,Bangu,O3,Regular,63
11863,2018-03-13T15:00:00.000Z,CG,Campo Grande,O3,Boa,50
11864,2018-03-13T15:00:00.000Z,PG,Pedra de Guaratiba,PI,Boa,41
11865,2018-03-14T15:00:00.000Z,CA,Centro,O3,Boa,29
11866,2018-03-14T15:00:00.000Z,AV,Copacabana,PI,Boa,44
11867,2018-03-14T15:00:00.000Z,SC,São Cristóvão,O3,Regular,60
11868,2018-03-14T15:00:00.000Z,SP,Tijuca,O3,Regular,66
11869,2018-03-14T15:00:00.000Z,IR,Irajá,O3,Inadequada,199
11870,2018-03-14T15:00:00.000Z,BG,Bangu,O3,Inadequada,124
11871,2018-03-14T15:00:00.000Z,CG,Campo Grande,O3,Regular,52
11872,2018-03-14T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,44
11873,2018-03-15T15:00:00.000Z,CA,Centro,O3,Boa,36
11874,2018-03-15T15:00:00.000Z,AV,Copacabana,PI,Boa,48
11875,2018-03-15T15:00:00.000Z,SC,São Cristóvão,O3,Regular,67
11876,2018-03-15T15:00:00.000Z,SP,Tijuca,O3,Regular,73
11877,2018-03-15T15:00:00.000Z,IR,Irajá,O3,Regular,96
11878,2018-03-15T15:00:00.000Z,BG,Bangu,Indisponivel,Indisponivel,
11879,2018-03-15T15:00:00.000Z,CG,Campo Grande,O3,Inadequada,136
11880,2018-03-15T15:00:00.000Z,PG,Pedra de Guaratiba,PI,Boa,40
11881,2018-03-16T15:00:00.000Z,CA,Centro,O3,Boa,34
11882,2018-03-16T15:00:00.000Z,AV,Copacabana,PI,Regular,54
11883,2018-03-16T15:00:00.000Z,SC,São Cristóvão,O3,Regular,62
11884,2018-03-16T15:00:00.000Z,SP,Tijuca,O3,Regular,77
11885,2018-03-16T15:00:00.000Z,IR,Irajá,PI,Boa,45
11886,2018-03-16T15:00:00.000Z,BG,Bangu,Indisponivel,Indisponivel,
11887,2018-03-16T15:00:00.000Z,CG,Campo Grande,O3,Boa,44
11888,2018-03-16T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,39
11889,2018-03-17T15:00:00.000Z,CA,Centro,PI,Boa,38
11890,2018-03-17T15:00:00.000Z,AV,Copacabana,PI,Boa,48
11891,2018-03-17T15:00:00.000Z,SC,São Cristóvão,O3,Boa,43
11892,2018-03-17T15:00:00.000Z,SP,Tijuca,O3,Boa,43
11893,2018-03-17T15:00:00.000Z,IR,Irajá,O3,Boa,41
11894,2018-03-17T15:00:00.000Z,BG,Bangu,Indisponivel,Indisponivel,
11895,2018-03-17T15:00:00.000Z,CG,Campo Grande,O3,Boa,39
11896,2018-03-17T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,33
11897,2018-03-18T15:00:00.000Z,CA,Centro,PI,Boa,34
11898,2018-03-18T15:00:00.000Z,AV,Copacabana,PI,Boa,47
11899,2018-03-18T15:00:00.000Z,SC,São Cristóvão,O3,Boa,42
11900,2018-03-18T15:00:00.000Z,SP,Tijuca,O3,Boa,47
11901,2018-03-18T15:00:00.000Z,IR,Irajá,O3,Regular,58
11902,2018-03-18T15:00:00.000Z,BG,Bangu,O3,Regular,70
11903,2018-03-18T15:00:00.000Z,CG,Campo Grande,O3,Regular,66
11904,2018-03-18T15:00:00.000Z,PG,Pedra de Guaratiba,PI,Regular,51
11905,2018-03-19T15:00:00.000Z,CA,Centro,O3,Boa,50
11906,2018-03-19T15:00:00.000Z,AV,Copacabana,O3,Regular,63
11907,2018-03-19T15:00:00.000Z,SC,São Cristóvão,O3,Regular,94
11908,2018-03-19T15:00:00.000Z,SP,Tijuca,O3,Regular,72
11909,2018-03-19T15:00:00.000Z,IR,Irajá,O3,Regular,65
11910,2018-03-19T15:00:00.000Z,BG,Bangu,O3,Regular,69
11911,2018-03-19T15:00:00.000Z,CG,Campo Grande,O3,Regular,65
11912,2018-03-19T15:00:00.000Z,PG,Pedra de Guaratiba,PI,Boa,39
11913,2018-03-20T15:00:00.000Z,CA,Centro,PI,Boa,47
11914,2018-03-20T15:00:00.000Z,AV,Copacabana,PI,Regular,55
11915,2018-03-20T15:00:00.000Z,SC,São Cristóvão,O3,Regular,56
11916,2018-03-20T15:00:00.000Z,SP,Tijuca,O3,Regular,64
11917,2018-03-20T15:00:00.000Z,IR,Irajá,O3,Regular,70
11918,2018-03-20T15:00:00.000Z,BG,Bangu,O3,Regular,60
11919,2018-03-20T15:00:00.000Z,CG,Campo Grande,O3,Regular,59
11920,2018-03-20T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,60
11921,2018-03-21T15:00:00.000Z,CA,Centro,O3,Boa,31
11922,2018-03-21T15:00:00.000Z,AV,Copacabana,PI,Boa,46
11923,2018-03-21T15:00:00.000Z,SC,São Cristóvão,O3,Boa,41
11924,2018-03-21T15:00:00.000Z,SP,Tijuca,PI,Boa,44
11925,2018-03-21T15:00:00.000Z,IR,Irajá,O3,Boa,46
11926,2018-03-21T15:00:00.000Z,BG,Bangu,O3,Boa,50
11927,2018-03-21T15:00:00.000Z,CG,Campo Grande,O3,Boa,49
11928,2018-03-21T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,38
11929,2018-03-22T15:00:00.000Z,CA,Centro,O3,Boa,26
11930,2018-03-22T15:00:00.000Z,AV,Copacabana,PI,Boa,35
11931,2018-03-22T15:00:00.000Z,SC,São Cristóvão,O3,Boa,37
11932,2018-03-22T15:00:00.000Z,SP,Tijuca,CO,Boa,35
11933,2018-03-22T15:00:00.000Z,IR,Irajá,O3,Boa,38
11934,2018-03-22T15:00:00.000Z,BG,Bangu,O3,Boa,41
11935,2018-03-22T15:00:00.000Z,CG,Campo Grande,O3,Boa,36
11936,2018-03-22T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,36
11937,2018-03-23T15:00:00.000Z,CA,Centro,PI,Boa,28
11938,2018-03-23T15:00:00.000Z,AV,Copacabana,PI,Boa,40
11939,2018-03-23T15:00:00.000Z,SC,São Cristóvão,Indisponivel,Indisponivel,
11940,2018-03-23T15:00:00.000Z,SP,Tijuca,O3,Boa,46
11941,2018-03-23T15:00:00.000Z,IR,Irajá,O3,Regular,62
11942,2018-03-23T15:00:00.000Z,BG,Bangu,O3,Regular,95
11943,2018-03-23T15:00:00.000Z,CG,Campo Grande,O3,Regular,79
11944,2018-03-23T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,53
11945,2018-03-24T15:00:00.000Z,CA,Centro,O3,Boa,30
11946,2018-03-24T15:00:00.000Z,AV,Copacabana,PI,Boa,45
11947,2018-03-24T15:00:00.000Z,SC,São Cristóvão,O3,Regular,55
11948,2018-03-24T15:00:00.000Z,SP,Tijuca,O3,Boa,45
11949,2018-03-24T15:00:00.000Z,IR,Irajá,O3,Regular,56
11950,2018-03-24T15:00:00.000Z,BG,Bangu,O3,Regular,89
11951,2018-03-24T15:00:00.000Z,CG,Campo Grande,O3,Regular,71
11952,2018-03-24T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,54
11953,2018-03-25T15:00:00.000Z,CA,Centro,O3,Regular,55
11954,2018-03-25T15:00:00.000Z,AV,Copacabana,O3,Boa,43
11955,2018-03-25T15:00:00.000Z,SC,São Cristóvão,O3,Regular,52
11956,2018-03-25T15:00:00.000Z,SP,Tijuca,O3,Boa,49
